Event Title,ID,Tagged Page,"Jun 1, 2025","Jul 1, 2025","Aug 1, 2025","Sep 1, 2025","Oct 1, 2025","Nov 1, 2025","Dec 1, 2025","Jan 1, 2026","Feb 1, 2026","Mar 1, 2026","Apr 1, 2026","May 1, 2026","Jun 1, 2026",Average,Total,Median
Page View - Total Sessions,402_prod,Purchase Requests,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,625_prod,Untagged Pages,8,60,163,39,57,76,50,4,2,2,4,1,1,35.92,467.0,8.0
Page View - Total Sessions,625_prod,Contracts - Deal Summary,3,33,78,21,35,60,35,1,1,0,3,0,0,20.77,270.0,3.0
Page View - Total Sessions,625_prod,Dashboard (test),2,40,63,22,37,37,24,1,0,1,3,1,0,17.77,231.0,3.0
Page View - Total Sessions,625_prod,Contracts Dashboard,2,40,63,22,37,37,24,1,0,1,0,0,0,17.46,227.0,2.0
Page View - Total Sessions,625_prod,Document: Developer Sign,1,16,41,11,23,26,14,0,0,0,1,0,0,10.23,133.0,1.0
Page View - Total Sessions,625_prod,Deal Finder,2,18,23,13,18,23,16,1,1,0,0,0,0,8.85,115.0,2.0
Page View - Total Sessions,625_prod,Excel Reporting,3,16,28,12,17,10,9,2,1,1,0,0,0,7.62,99.0,3.0
Page View - Total Sessions,625_prod,Purchaser Portal,4,14,37,8,8,12,2,0,1,0,0,0,0,6.62,86.0,2.0
Page View - Total Sessions,625_prod,Document: Sign in Person,0,8,13,3,10,12,8,0,0,0,0,0,0,4.15,54.0,0.0
Page View - Total Sessions,625_prod,Price model,0,5,4,0,0,0,0,0,0,0,0,0,0,0.69,9.0,0.0
Page View - Total Sessions,625_prod,New Deal,0,3,1,0,1,2,0,0,0,0,0,0,0,0.54,7.0,0.0
Page View - Total Sessions,625_prod,Purchaser Realtor Reporting,0,0,2,2,2,1,0,0,0,0,0,0,0,0.54,7.0,0.0
Page View - Total Sessions,625_prod,Email Sent Log,0,0,4,0,2,0,0,0,0,0,0,0,0,0.46,6.0,0.0
Page View - Total Sessions,625_prod,Project Settings,0,1,0,0,2,1,1,0,0,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,625_prod,Project Settings - Dashboard,0,1,0,0,2,1,1,0,0,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,625_prod,Contracts - Disclosures & Amendments,0,1,1,0,1,1,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,625_prod,Post-Sale Deposit Report,0,0,0,0,4,0,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,625_prod,Project Settings - Documents - Manual Upload,0,1,0,0,0,1,1,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,625_prod,Project Settings - Templates - Automated Emails,0,1,0,0,0,1,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,625_prod,Project Settings - Templates - Addenda,0,1,0,0,0,1,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,625_prod,Account/Developer/SettingBuildingNew,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,625_prod,Documents,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,625_prod,Listings,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,625_prod,Project Settings - Listing Setup,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,625_prod,Project Settings - Templates - Emails,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,761_prod,Untagged Pages,0,1,0,13,44,57,47,45,60,45,36,23,32,31.0,403.0,36.0
Page View - Total Sessions,761_prod,Dashboard (test),0,1,0,22,39,41,37,42,57,38,39,17,17,26.92,350.0,37.0
Page View - Total Sessions,761_prod,Contracts - Deal Summary,0,0,0,21,33,42,36,41,44,37,33,7,14,23.69,308.0,33.0
Page View - Total Sessions,761_prod,Contracts Dashboard,0,1,0,22,39,41,37,42,57,19,0,0,0,19.85,258.0,19.0
Page View - Total Sessions,761_prod,Document: Developer Sign,0,0,0,12,14,17,14,24,21,22,17,3,8,11.69,152.0,14.0
Page View - Total Sessions,761_prod,Deal Finder,0,0,0,10,18,13,14,17,13,10,0,0,0,7.31,95.0,10.0
Page View - Total Sessions,761_prod,Document: Sign in Person,0,0,0,0,4,6,3,4,9,2,4,2,0,2.62,34.0,2.0
Page View - Total Sessions,761_prod,New Deal,0,0,0,1,3,3,3,4,8,1,0,0,0,1.77,23.0,1.0
Page View - Total Sessions,761_prod,Price model,0,1,0,12,10,0,0,0,0,0,0,0,0,1.77,23.0,0.0
Page View - Total Sessions,761_prod,Project Settings,0,0,0,0,0,1,0,1,0,2,1,3,4,0.92,12.0,0.0
Page View - Total Sessions,761_prod,Project Settings - Dashboard,0,0,0,0,0,1,0,1,0,2,1,2,4,0.85,11.0,0.0
Page View - Total Sessions,761_prod,Project Settings - Templates - Emails,0,0,0,0,0,1,0,1,0,2,0,3,2,0.69,9.0,0.0
Page View - Total Sessions,761_prod,Purchaser Realtor Reporting,0,0,0,0,1,1,1,1,3,0,0,0,0,0.54,7.0,0.0
Page View - Total Sessions,761_prod,Open and Sign Documents,0,0,0,0,0,0,0,0,0,0,4,2,0,0.46,6.0,0.0
Page View - Total Sessions,761_prod,Email Sent Log,0,0,0,0,0,3,0,0,1,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,761_prod,Excel Reporting,0,0,0,1,0,0,2,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,761_prod,Sales Grid,0,0,0,0,0,0,0,1,0,1,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,761_prod,Sales Center - Reserved Listings,0,0,0,0,0,0,1,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,761_prod,Project Settings - Staff Management,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08,1.0,0.0
Page View - Total Sessions,761_prod,Project Settings - Templates - Automated Emails,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,761_prod,Project Settings - Templates - Addenda,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,1.0,0.0
Page View - Total Sessions,647_prod,Untagged Pages,0,90,44,45,29,60,11,24,7,52,46,99,14,40.08,521.0,44.0
Page View - Total Sessions,647_prod,Dashboard (test),0,38,15,27,17,22,8,20,5,20,16,36,8,17.85,232.0,17.0
Page View - Total Sessions,647_prod,Document: Sign in Person,0,44,16,26,18,20,5,9,1,21,20,41,5,17.38,226.0,18.0
Page View - Total Sessions,647_prod,Contracts - Deal Summary,0,36,20,21,10,16,3,12,9,15,14,34,10,15.38,200.0,14.0
Page View - Total Sessions,647_prod,Contracts Dashboard,0,38,15,27,17,22,8,20,5,2,0,0,0,11.85,154.0,8.0
Page View - Total Sessions,647_prod,Purchaser Portal,0,29,17,9,5,24,0,8,0,3,0,0,0,7.31,95.0,3.0
Page View - Total Sessions,647_prod,Sales Grid,0,22,16,7,10,9,1,7,2,2,0,0,0,5.85,76.0,2.0
Page View - Total Sessions,647_prod,Document: Developer Sign,0,4,6,4,4,5,1,3,0,2,4,13,0,3.54,46.0,4.0
Page View - Total Sessions,647_prod,Project Settings,0,3,4,2,1,2,0,0,0,1,2,5,0,1.54,20.0,1.0
Page View - Total Sessions,647_prod,Project Settings - Dashboard,0,3,3,2,0,1,0,0,0,1,2,3,0,1.15,15.0,1.0
Page View - Total Sessions,647_prod,New Deal,0,3,1,2,2,1,2,2,1,0,0,0,0,1.08,14.0,1.0
Page View - Total Sessions,647_prod,Contracts - Disclosures & Amendments,0,1,0,2,1,2,0,2,0,0,0,4,0,0.92,12.0,0.0
Page View - Total Sessions,647_prod,Open and Sign Documents,0,0,0,0,2,0,2,2,0,2,1,2,0,0.85,11.0,0.0
Page View - Total Sessions,647_prod,Price model,0,7,1,1,0,0,0,0,0,0,0,0,0,0.69,9.0,0.0
Page View - Total Sessions,647_prod,Setting - System Override,0,0,1,1,1,1,0,0,0,0,0,3,0,0.54,7.0,0.0
Page View - Total Sessions,647_prod,New Deal grid ,0,3,1,2,0,0,0,0,0,0,0,0,0,0.46,6.0,0.0
Page View - Total Sessions,647_prod,Account/Developer/SettingBuildingNew,0,1,0,0,0,1,0,0,0,1,0,2,0,0.38,5.0,0.0
Page View - Total Sessions,647_prod,Deal Finder,0,2,1,1,0,0,0,1,0,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,647_prod,Project Settings - Documents - Order & Visibility,0,1,1,0,0,1,0,0,0,1,0,1,0,0.38,5.0,0.0
Page View - Total Sessions,647_prod,Project Settings - Listing Setup,0,1,0,0,0,1,0,0,0,1,0,2,0,0.38,5.0,0.0
Page View - Total Sessions,647_prod,Listings,0,0,1,0,0,0,0,1,1,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,647_prod,Selection Worksheets,0,2,0,0,0,1,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,647_prod,Project Settings - Documents - Manual Upload,0,0,1,0,0,0,0,0,0,1,0,1,0,0.23,3.0,0.0
Page View - Total Sessions,647_prod,Project Settings - Staff Management,0,0,0,2,0,0,0,0,0,0,1,0,0,0.23,3.0,0.0
Page View - Total Sessions,647_prod,Project Settings - Templates - Addenda,0,1,1,0,0,0,0,0,0,0,0,1,0,0.23,3.0,0.0
Page View - Total Sessions,647_prod,Documents,0,0,0,0,1,0,0,0,1,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,647_prod,Excel Reporting,0,1,1,0,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,647_prod,Sales Center - Reserved Listings,0,0,0,1,0,0,0,0,0,0,0,1,0,0.15,2.0,0.0
Page View - Total Sessions,647_prod,Project Settings - General,0,0,1,0,0,0,0,0,0,0,1,0,0,0.15,2.0,0.0
Page View - Total Sessions,647_prod,Project Settings - Price Model - Color & Custom Status,0,0,0,0,0,0,0,0,0,1,0,1,0,0.15,2.0,0.0
Page View - Total Sessions,647_prod,Project Settings - Price Model - Grid Placement,0,0,0,0,0,0,0,0,0,1,0,1,0,0.15,2.0,0.0
Page View - Total Sessions,647_prod,Project Settings - Templates - Emails,0,0,0,0,0,0,0,0,0,0,0,2,0,0.15,2.0,0.0
Page View - Total Sessions,647_prod,Contracts - Reporting - Sales Rep Performance,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08,1.0,0.0
Page View - Total Sessions,647_prod,Sales Grid Settings,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,647_prod,Post-Sale Deposit Report,0,0,0,0,0,0,1,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,647_prod,Post-Sale Payment Report,0,0,0,0,0,0,1,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,647_prod,Project Settings - Marketing Assets - Color Scheme,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,647_prod,Project Settings - Marketing Assets - Floor Plates,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,647_prod,Project Settings - Marketing Assets - Floor Plans,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,647_prod,Project Settings - New Deal Setup,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08,1.0,0.0
Page View - Total Sessions,647_prod,Project Settings - Options - Map Options,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,647_prod,Project Settings - Templates - Automated Emails,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08,1.0,0.0
Page View - Total Sessions,124_prod,Untagged Pages,0,20,16,50,42,24,8,13,19,28,38,27,32,24.38,317.0,24.0
Page View - Total Sessions,124_prod,Dashboard (test),0,17,14,45,42,23,9,14,20,23,33,25,34,23.0,299.0,23.0
Page View - Total Sessions,124_prod,Contracts Dashboard,0,17,14,45,42,23,9,14,20,8,0,0,0,14.77,192.0,14.0
Page View - Total Sessions,124_prod,Project Settings,0,3,8,21,16,9,3,5,7,5,11,10,11,8.38,109.0,8.0
Page View - Total Sessions,124_prod,Contracts - Deal Summary,0,9,3,16,12,7,2,8,8,9,9,12,13,8.31,108.0,9.0
Page View - Total Sessions,124_prod,Project Settings - Dashboard,0,3,8,19,14,6,3,5,5,4,9,8,10,7.23,94.0,6.0
Page View - Total Sessions,124_prod,Document: Developer Sign,0,4,3,9,8,3,2,5,3,3,6,4,8,4.46,58.0,4.0
Page View - Total Sessions,124_prod,Leads dashboard,0,3,2,9,7,4,1,3,3,8,9,2,6,4.38,57.0,3.0
Page View - Total Sessions,124_prod,Document: Sign in Person,0,3,3,8,8,3,1,3,3,3,4,3,7,3.77,49.0,3.0
Page View - Total Sessions,124_prod,Sales Grid,0,5,4,15,8,4,2,3,2,3,0,0,0,3.54,46.0,3.0
Page View - Total Sessions,124_prod,Selection Worksheets,0,2,3,13,9,4,2,3,1,1,0,0,0,2.92,38.0,2.0
Page View - Total Sessions,124_prod,New Deal,0,3,3,10,8,4,1,3,3,1,0,0,0,2.77,36.0,3.0
Page View - Total Sessions,124_prod,Project Settings - Staff Management,0,1,4,7,0,3,1,2,0,2,3,4,2,2.23,29.0,2.0
Page View - Total Sessions,124_prod,Contracts - Disclosures & Amendments,0,2,1,6,4,3,0,0,1,3,0,0,6,2.0,26.0,1.0
Page View - Total Sessions,124_prod,Open and Sign Documents,0,0,0,0,2,3,1,3,3,2,3,3,6,2.0,26.0,2.0
Page View - Total Sessions,124_prod,Documents/Addenda/Contract,0,0,0,2,3,1,1,4,1,1,7,1,4,1.92,25.0,1.0
Page View - Total Sessions,124_prod,Closing,0,3,2,3,7,3,1,2,1,1,0,0,0,1.77,23.0,1.0
Page View - Total Sessions,124_prod,Post-Sale Deposit Report,0,4,2,5,6,1,0,2,1,1,0,0,0,1.69,22.0,1.0
Page View - Total Sessions,124_prod,New Deal grid ,0,3,3,9,5,0,0,0,0,0,0,0,0,1.54,20.0,0.0
Page View - Total Sessions,124_prod,Deal Finder,0,3,0,1,1,1,1,1,3,2,0,0,0,1.0,13.0,1.0
Page View - Total Sessions,124_prod,Email Sent Log,0,1,0,1,2,4,0,1,1,3,0,0,0,1.0,13.0,1.0
Page View - Total Sessions,124_prod,Account/Developer/SettingBuildingNew,0,0,3,0,1,0,0,0,2,3,1,1,0,0.85,11.0,0.0
Page View - Total Sessions,124_prod,Project Settings - Listing Setup,0,0,3,0,1,0,0,0,2,3,1,1,0,0.85,11.0,0.0
Page View - Total Sessions,124_prod,Listings,0,0,0,1,4,2,0,1,0,0,0,0,0,0.62,8.0,0.0
Page View - Total Sessions,124_prod,Excel Reporting,0,0,0,0,0,5,1,0,0,0,0,0,0,0.46,6.0,0.0
Page View - Total Sessions,124_prod,Project Settings - Marketing Assets - Color Scheme,0,0,0,2,1,0,0,0,0,0,0,3,0,0.46,6.0,0.0
Page View - Total Sessions,124_prod,Project Settings - Documents - Manual Upload,0,0,0,0,0,0,1,1,2,0,1,0,0,0.38,5.0,0.0
Page View - Total Sessions,124_prod,Leads - View Contact Details,0,0,1,0,0,0,0,0,0,0,3,0,0,0.31,4.0,0.0
Page View - Total Sessions,124_prod,Project Settings - Marketing Assets - Floor Plans,0,0,0,1,1,0,0,0,0,0,0,2,0,0.31,4.0,0.0
Page View - Total Sessions,124_prod,Project Settings - Documents - Order & Visibility,0,0,0,0,0,0,1,0,2,0,1,0,0,0.31,4.0,0.0
Page View - Total Sessions,124_prod,Purchaser Portal,0,1,0,1,1,1,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,124_prod,Realtor Portal,0,0,0,3,1,0,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,124_prod,Price model,0,0,1,1,1,0,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,124_prod,Project Settings - Marketing Assets - Floor Plates,0,0,0,1,0,0,0,0,0,0,0,2,0,0.23,3.0,0.0
Page View - Total Sessions,124_prod,Purchase Requests,0,0,0,2,0,0,0,0,1,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,124_prod,Worksheet Submissions,0,0,0,2,1,0,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,124_prod,Contracts - Reporting - Sales Rep Performance,0,0,0,0,0,0,0,0,0,0,2,0,0,0.15,2.0,0.0
Page View - Total Sessions,124_prod,Documents,0,0,0,2,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,124_prod,Demographics Reporting,0,0,0,0,0,1,1,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,124_prod,Leads forms,0,1,0,0,0,0,0,0,0,0,1,0,0,0.15,2.0,0.0
Page View - Total Sessions,124_prod,Sales Center - Reserved Listings,0,0,0,0,0,1,0,0,0,1,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,124_prod,Project Settings - New Deal Setup,0,0,0,0,0,0,2,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,124_prod,Purchaser Realtor Reporting,0,0,0,0,0,1,0,0,1,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,124_prod,Offplan Map,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,124_prod,Leads email settings,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08,1.0,0.0
Page View - Total Sessions,124_prod,Sales Center - Backup Offers,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08,1.0,0.0
Page View - Total Sessions,124_prod,Post-Sale Payment Report,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,124_prod,Project Settings - Email,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08,1.0,0.0
Page View - Total Sessions,124_prod,Project Settings - General,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,124_prod,Project Settings - Webhooks,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,1.0,0.0
Page View - Total Sessions,124_prod,Quilchena West,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,124_prod,Vesa at Little Mountain,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,513_prod,Untagged Pages,6,65,52,83,75,34,35,7,5,44,38,13,4,35.46,461.0,35.0
Page View - Total Sessions,513_prod,Dashboard (test),5,47,38,52,36,16,23,2,1,30,19,9,2,21.54,280.0,19.0
Page View - Total Sessions,513_prod,Contracts - Deal Summary,2,20,22,44,61,19,19,2,1,32,21,8,2,19.46,253.0,19.0
Page View - Total Sessions,513_prod,Contracts Dashboard,5,47,38,52,36,16,23,2,1,17,0,0,0,18.23,237.0,16.0
Page View - Total Sessions,513_prod,Document: Sign in Person,5,15,10,54,53,14,12,2,1,20,11,5,1,15.62,203.0,11.0
Page View - Total Sessions,513_prod,Document: Developer Sign,2,5,9,10,15,4,6,0,0,3,1,1,0,4.31,56.0,3.0
Page View - Total Sessions,513_prod,Price model,5,20,9,17,2,0,0,0,0,0,0,0,0,4.08,53.0,0.0
Page View - Total Sessions,513_prod,Deal Finder,0,0,1,9,12,4,5,1,1,3,0,0,0,2.77,36.0,1.0
Page View - Total Sessions,513_prod,New Deal,0,5,1,12,6,2,2,0,1,3,0,0,0,2.46,32.0,1.0
Page View - Total Sessions,513_prod,Purchaser Portal,0,5,9,0,0,1,3,5,4,1,0,0,0,2.15,28.0,1.0
Page View - Total Sessions,513_prod,New Deal grid ,0,4,1,11,3,0,0,0,0,0,0,0,0,1.46,19.0,0.0
Page View - Total Sessions,513_prod,Open and Sign Documents,0,0,0,0,2,1,2,0,0,3,1,0,0,0.69,9.0,0.0
Page View - Total Sessions,513_prod,Documents,0,0,0,1,0,1,1,0,0,1,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,513_prod,Listings,1,2,0,0,0,0,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,513_prod,Contracts - Disclosures & Amendments,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,513_prod,Excel Reporting,0,0,0,0,0,0,1,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,755_prod,Untagged Pages,1,42,46,35,46,23,28,20,26,18,5,12,24,25.08,326.0,24.0
Page View - Total Sessions,755_prod,Dashboard (test),1,44,47,33,49,21,26,14,15,14,4,10,23,23.15,301.0,21.0
Page View - Total Sessions,755_prod,Contracts Dashboard,1,44,47,33,49,21,26,14,15,5,0,0,0,19.62,255.0,15.0
Page View - Total Sessions,755_prod,Contracts - Deal Summary,0,25,39,19,25,15,22,9,7,6,1,2,5,13.46,175.0,9.0
Page View - Total Sessions,755_prod,Deal Finder,0,17,23,10,22,7,17,7,7,0,0,0,0,8.46,110.0,7.0
Page View - Total Sessions,755_prod,Document: Developer Sign,0,15,21,6,8,3,15,5,4,2,0,2,4,6.54,85.0,4.0
Page View - Total Sessions,755_prod,Document: Sign in Person,0,9,11,6,4,4,8,4,2,3,0,0,0,3.92,51.0,4.0
Page View - Total Sessions,755_prod,Listings,0,9,10,8,9,6,4,2,1,0,0,0,0,3.77,49.0,2.0
Page View - Total Sessions,755_prod,Project Settings,1,8,10,2,5,2,1,0,2,1,0,4,10,3.54,46.0,2.0
Page View - Total Sessions,755_prod,Project Settings - Dashboard,1,7,9,2,5,2,1,0,2,1,0,3,10,3.31,43.0,2.0
Page View - Total Sessions,755_prod,Price model,0,18,13,3,1,0,0,0,0,0,0,0,0,2.69,35.0,0.0
Page View - Total Sessions,755_prod,Project Settings - Staff Management,1,5,7,1,5,1,1,1,0,0,0,3,9,2.62,34.0,1.0
Page View - Total Sessions,755_prod,New Deal,0,3,2,0,0,3,5,2,2,0,0,0,0,1.31,17.0,0.0
Page View - Total Sessions,755_prod,Email Sent Log,0,1,2,0,4,2,3,0,1,0,0,0,0,1.0,13.0,0.0
Page View - Total Sessions,755_prod,Sales Grid,0,2,5,0,6,0,0,0,0,0,0,0,0,1.0,13.0,0.0
Page View - Total Sessions,755_prod,Purchaser Portal,0,0,0,0,0,0,0,3,9,1,0,0,0,1.0,13.0,0.0
Page View - Total Sessions,755_prod,Documents,0,4,1,2,1,0,1,0,2,0,0,0,0,0.85,11.0,0.0
Page View - Total Sessions,755_prod,Deposit Reporting (Legacy),0,0,0,1,0,5,1,1,1,0,0,0,0,0.69,9.0,0.0
Page View - Total Sessions,755_prod,Selection Worksheets,0,3,3,0,3,0,0,0,0,0,0,0,0,0.69,9.0,0.0
Page View - Total Sessions,755_prod,Contracts - Disclosures & Amendments,0,2,1,2,0,0,0,0,1,0,0,2,0,0.62,8.0,0.0
Page View - Total Sessions,755_prod,Leads dashboard,0,4,0,2,0,0,0,0,1,0,0,0,0,0.54,7.0,0.0
Page View - Total Sessions,755_prod,Closing,0,2,2,0,1,0,0,0,1,0,0,0,0,0.46,6.0,0.0
Page View - Total Sessions,755_prod,Account/Developer/SettingBuildingNew,0,2,1,1,1,0,0,0,1,0,0,0,0,0.46,6.0,0.0
Page View - Total Sessions,755_prod,Excel Reporting,0,0,1,0,1,0,0,0,3,1,0,0,0,0.46,6.0,0.0
Page View - Total Sessions,755_prod,Open and Sign Documents,0,0,0,0,0,0,3,2,1,0,0,0,0,0.46,6.0,0.0
Page View - Total Sessions,755_prod,Project Settings - Listing Setup,0,2,1,1,1,0,0,0,1,0,0,0,0,0.46,6.0,0.0
Page View - Total Sessions,755_prod,Setting - System Override,0,1,3,0,1,0,0,0,0,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,755_prod,Project Settings - Documents - Order & Visibility,0,1,0,1,0,0,0,0,1,0,0,0,2,0.38,5.0,0.0
Page View - Total Sessions,755_prod,Purchaser Realtor Reporting,0,0,0,3,1,0,0,1,0,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,755_prod,Project Settings - Documents - Manual Upload,0,2,0,1,0,0,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,755_prod,Rescissions Reporting,0,0,0,0,0,1,2,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,755_prod,Contracts - Reporting - Sales Rep Performance,0,0,1,1,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,755_prod,New Deal grid ,0,1,1,0,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,755_prod,Project Settings - Templates - Addenda,0,1,0,1,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,755_prod,Project Settings - Templates - Emails,0,0,0,0,0,0,0,0,0,1,0,1,0,0.15,2.0,0.0
Page View - Total Sessions,755_prod,Demographics Reporting,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,755_prod,Sales Grid Settings,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,755_prod,Post-Sale Deposit Report,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,755_prod,Post-Sale Payment Report,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,755_prod,Project Settings - General,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,428_prod,Untagged Pages,0,7,7,21,16,19,11,40,9,42,110,97,51,33.08,430.0,19.0
Page View - Total Sessions,428_prod,Dashboard (test),0,6,8,19,17,13,11,30,11,38,83,79,39,27.23,354.0,17.0
Page View - Total Sessions,428_prod,Contracts - Deal Summary,0,4,5,13,11,9,7,22,8,21,62,70,29,20.08,261.0,11.0
Page View - Total Sessions,428_prod,Document: Sign in Person,0,1,3,11,5,3,2,18,6,10,31,52,20,12.46,162.0,6.0
Page View - Total Sessions,428_prod,Contracts Dashboard,0,6,8,19,17,13,11,30,11,25,0,0,0,10.77,140.0,11.0
Page View - Total Sessions,428_prod,Document: Developer Sign,0,0,0,2,3,2,1,6,3,4,17,14,7,4.54,59.0,3.0
Page View - Total Sessions,428_prod,Project Settings,0,0,0,3,1,0,1,8,0,1,7,9,2,2.46,32.0,1.0
Page View - Total Sessions,428_prod,Open and Sign Documents,0,0,0,0,0,0,0,7,0,2,10,8,3,2.31,30.0,0.0
Page View - Total Sessions,428_prod,Project Settings - Dashboard,0,0,0,3,1,0,1,7,0,1,7,8,2,2.31,30.0,1.0
Page View - Total Sessions,428_prod,Account/Developer/SettingBuildingNew,0,0,0,3,1,0,1,7,0,1,6,7,2,2.15,28.0,1.0
Page View - Total Sessions,428_prod,Project Settings - Listing Setup,0,0,0,3,1,0,1,7,0,1,6,7,1,2.08,27.0,1.0
Page View - Total Sessions,428_prod,Sales Center - Backup Offers,0,0,0,0,0,0,0,0,0,0,0,19,6,1.92,25.0,0.0
Page View - Total Sessions,428_prod,New Deal,0,0,0,4,2,0,1,11,2,3,0,0,0,1.77,23.0,0.0
Page View - Total Sessions,428_prod,Purchaser Portal,0,1,0,1,0,4,1,8,0,2,0,0,0,1.31,17.0,0.0
Page View - Total Sessions,428_prod,Leads dashboard,0,0,0,0,0,0,0,1,0,1,1,2,1,0.46,6.0,0.0
Page View - Total Sessions,428_prod,New Deal grid ,0,0,0,4,1,0,0,0,0,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,428_prod,Price model,0,0,3,1,1,0,0,0,0,0,0,0,0,0.38,5.0,0.0
