Event Title,ID,Tagged Page,"Jan 1, 2026","Feb 1, 2026","Mar 1, 2026","Apr 1, 2026","May 1, 2026","Jun 1, 2026",Average,Total,Median
Page View - Total Sessions,518_prod,Contracts - Deal Summary,24,21,10,14,80,22,28.5,171.0,21.5
Page View - Total Sessions,518_prod,Document: Developer Sign,12,11,5,5,55,15,17.17,103.0,11.5
Page View - Total Sessions,518_prod,Contracts Dashboard,32,33,9,0,0,0,12.33,74.0,4.5
Page View - Total Sessions,518_prod,Document: Sign in Person,9,8,2,4,19,5,7.83,47.0,6.5
Page View - Total Sessions,518_prod,Deal Finder,15,15,5,0,0,0,5.83,35.0,2.5
Page View - Total Sessions,518_prod,Purchaser Portal,12,15,2,0,0,0,4.83,29.0,1.0
Page View - Total Sessions,518_prod,Leads dashboard,1,4,0,1,5,2,2.17,13.0,1.5
Page View - Total Sessions,518_prod,Open and Sign Documents,0,0,0,1,10,1,2.0,12.0,0.5
Page View - Total Sessions,518_prod,Project Settings,2,3,1,0,2,1,1.5,9.0,1.5
Page View - Total Sessions,518_prod,Project Settings - Dashboard,2,3,1,0,2,0,1.33,8.0,1.5
Page View - Total Sessions,518_prod,Contracts - Disclosures & Amendments,1,0,0,0,5,1,1.17,7.0,0.5
Page View - Total Sessions,518_prod,New Deal,3,1,0,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,518_prod,Account/Developer/SettingBuildingNew,1,0,0,0,1,0,0.33,2.0,0.0
Page View - Total Sessions,518_prod,Listings,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,518_prod,Project Settings - General,1,0,0,0,1,0,0.33,2.0,0.0
Page View - Total Sessions,518_prod,Project Settings - Listing Setup,1,0,0,0,1,0,0.33,2.0,0.0
Page View - Total Sessions,518_prod,Setting - System Override,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,518_prod,Selection Worksheets,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,518_prod,Project Settings - New Deal Setup,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,518_prod,Project Settings - Documents - Manual Upload,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,518_prod,Purchase Requests,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,518_prod,Realtor Portal,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,518_prod,Vesa at Little Mountain,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,593_prod,Untagged Pages,32,37,66,128,65,46,62.33,374.0,55.5
Page View - Total Sessions,593_prod,Dashboard (test),17,25,66,76,47,26,42.83,257.0,36.5
Page View - Total Sessions,593_prod,Contracts - Deal Summary,18,24,47,59,39,17,34.0,204.0,31.5
Page View - Total Sessions,593_prod,Document: Sign in Person,6,10,24,30,13,9,15.33,92.0,11.5
Page View - Total Sessions,593_prod,Contracts Dashboard,17,25,39,0,0,0,13.5,81.0,8.5
Page View - Total Sessions,593_prod,Document: Developer Sign,6,6,14,27,14,5,12.0,72.0,10.0
Page View - Total Sessions,593_prod,Deal Finder,6,9,5,0,0,0,3.33,20.0,2.5
Page View - Total Sessions,593_prod,Excel Reporting,7,7,3,0,0,0,2.83,17.0,1.5
Page View - Total Sessions,593_prod,Purchaser Portal,8,5,2,0,0,0,2.5,15.0,1.0
Page View - Total Sessions,593_prod,Open and Sign Documents,0,0,5,3,0,1,1.5,9.0,0.5
Page View - Total Sessions,593_prod,Post-Sale Deposit Report,4,3,0,0,0,0,1.17,7.0,0.0
Page View - Total Sessions,593_prod,New Deal,2,1,1,0,0,0,0.67,4.0,0.5
Page View - Total Sessions,593_prod,Project Settings,0,1,1,0,1,0,0.5,3.0,0.5
Page View - Total Sessions,593_prod,Project Settings - Dashboard,0,1,1,0,1,0,0.5,3.0,0.5
Page View - Total Sessions,593_prod,Documents,0,2,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,593_prod,Deposit Reporting (Legacy),0,2,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,593_prod,Contracts - Disclosures & Amendments,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,593_prod,Contracts - Reporting - Sales Rep Performance,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,593_prod,Closing,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,593_prod,Account/Developer/SettingBuildingNew,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,593_prod,Email Sent Log,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,593_prod,Listings,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,593_prod,Project Settings - Marketing Assets - Color Scheme,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,593_prod,Project Settings - CRM,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,593_prod,Project Settings - Documents - Manual Upload,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,593_prod,Project Settings - Documents - Order & Visibility,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,593_prod,Project Settings - Email,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,593_prod,Project Settings - General,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,593_prod,Project Settings - Listing Setup,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,593_prod,Project Settings - Price Model - Color & Custom Status,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,593_prod,Project Settings - Profile Questions,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,593_prod,Project Settings - Realtor Commission,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,593_prod,Project Settings - Staff Management,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,593_prod,Project Settings - Webhooks,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,593_prod,Purchase Requests,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,593_prod,Purchaser Realtor Reporting,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,346_prod,Untagged Pages,84,260,53,226,76,23,120.33,722.0,80.0
Page View - Total Sessions,346_prod,Purchaser Portal,43,173,27,0,0,0,40.5,243.0,13.5
Page View - Total Sessions,346_prod,Dashboard (test),14,19,9,11,12,7,12.0,72.0,11.5
Page View - Total Sessions,346_prod,Contracts Dashboard,14,19,3,0,0,0,6.0,36.0,1.5
Page View - Total Sessions,346_prod,Document: Developer Sign,4,10,5,3,4,4,5.0,30.0,4.0
Page View - Total Sessions,346_prod,Contracts - Deal Summary,3,11,4,2,3,3,4.33,26.0,3.0
Page View - Total Sessions,346_prod,Deal Finder,4,10,2,0,0,0,2.67,16.0,1.0
Page View - Total Sessions,346_prod,Excel Reporting,5,7,0,0,0,0,2.0,12.0,0.0
Page View - Total Sessions,346_prod,Sales Grid,0,3,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,346_prod,Selection Worksheets,0,3,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,346_prod,Contracts - Disclosures & Amendments,0,0,0,0,2,0,0.33,2.0,0.0
Page View - Total Sessions,346_prod,Document: Sign in Person,0,1,0,1,0,0,0.33,2.0,0.0
Page View - Total Sessions,346_prod,Payments Reporting (Legacy),2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,346_prod,Contracts - Reporting - Sales Rep Performance,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,346_prod,Documents,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,346_prod,Leads dashboard,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,415_prod,Untagged Pages,45,54,69,58,58,28,52.0,312.0,56.0
Page View - Total Sessions,415_prod,Dashboard (test),42,51,65,54,41,23,46.0,276.0,46.5
Page View - Total Sessions,415_prod,Contracts - Deal Summary,28,37,40,22,36,13,29.33,176.0,32.0
Page View - Total Sessions,415_prod,Contracts Dashboard,42,51,26,0,0,0,19.83,119.0,13.0
Page View - Total Sessions,415_prod,Document: Developer Sign,17,29,17,4,17,5,14.83,89.0,17.0
Page View - Total Sessions,415_prod,Deal Finder,11,17,13,0,0,0,6.83,41.0,5.5
Page View - Total Sessions,415_prod,Document: Sign in Person,1,1,7,9,10,4,5.33,32.0,5.5
Page View - Total Sessions,415_prod,Listings,13,5,3,0,0,0,3.5,21.0,1.5
Page View - Total Sessions,415_prod,Excel Reporting,6,7,6,0,0,0,3.17,19.0,3.0
Page View - Total Sessions,415_prod,Project Settings,0,2,5,3,2,2,2.33,14.0,2.0
Page View - Total Sessions,415_prod,Project Settings - Dashboard,0,2,5,3,2,2,2.33,14.0,2.0
Page View - Total Sessions,415_prod,Documents,1,5,0,0,0,0,1.0,6.0,0.0
Page View - Total Sessions,415_prod,Leads dashboard,0,0,6,0,0,0,1.0,6.0,0.0
Page View - Total Sessions,415_prod,Project Settings - Documents - Manual Upload,0,0,4,0,0,2,1.0,6.0,0.0
Page View - Total Sessions,415_prod,Contracts - Disclosures & Amendments,0,2,1,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,415_prod,Account/Developer/SettingBuildingNew,0,2,0,1,0,0,0.5,3.0,0.0
Page View - Total Sessions,415_prod,Open and Sign Documents,0,0,1,0,0,2,0.5,3.0,0.0
Page View - Total Sessions,415_prod,Project Settings - Listing Setup,0,2,0,1,0,0,0.5,3.0,0.0
Page View - Total Sessions,415_prod,Project Settings - Staff Management,0,1,0,2,0,0,0.5,3.0,0.0
Page View - Total Sessions,415_prod,Purchaser Portal,0,2,1,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,415_prod,Leads - View Contact Details,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,415_prod,New Deal,0,1,1,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,415_prod,Contracts - Reporting - Sales Rep Performance,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,415_prod,Leads email settings,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,415_prod,Sales Center - Reserved Listings,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,415_prod,Post-Sale Deposit Report,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,415_prod,Project Settings - Documents - Order & Visibility,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,415_prod,Project Settings - General,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,415_prod,Purchaser Realtor Reporting,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,652_prod,Untagged Pages,48,36,37,92,90,20,53.83,323.0,42.5
Page View - Total Sessions,652_prod,Dashboard (test),47,33,41,74,54,18,44.5,267.0,44.0
Page View - Total Sessions,652_prod,Contracts - Deal Summary,39,21,22,59,49,8,33.0,198.0,30.5
Page View - Total Sessions,652_prod,Document: Developer Sign,23,11,11,40,38,6,21.5,129.0,17.0
Page View - Total Sessions,652_prod,Contracts Dashboard,47,33,24,0,0,0,17.33,104.0,12.0
Page View - Total Sessions,652_prod,Deal Finder,26,13,10,0,0,0,8.17,49.0,5.0
Page View - Total Sessions,652_prod,Project Settings,2,1,1,5,6,2,2.83,17.0,2.0
Page View - Total Sessions,652_prod,Document: Sign in Person,0,3,1,5,4,0,2.17,13.0,2.0
Page View - Total Sessions,652_prod,Purchaser Portal,6,3,2,0,0,0,1.83,11.0,1.0
Page View - Total Sessions,652_prod,Setting - System Override,1,1,1,2,5,0,1.67,10.0,1.0
Page View - Total Sessions,652_prod,Project Settings - Dashboard,1,0,0,4,1,2,1.33,8.0,1.0
Page View - Total Sessions,652_prod,Project Settings - Documents - Manual Upload,1,0,0,3,1,0,0.83,5.0,0.5
Page View - Total Sessions,652_prod,Purchaser Realtor Reporting,2,1,1,0,0,0,0.67,4.0,0.5
Page View - Total Sessions,652_prod,New Deal,0,3,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,652_prod,Contracts - Reporting - Sales Rep Performance,0,0,1,0,1,0,0.33,2.0,0.0
Page View - Total Sessions,652_prod,Sales Center - Reserved Listings,0,1,0,0,1,0,0.33,2.0,0.0
Page View - Total Sessions,652_prod,Contracts - Disclosures & Amendments,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,652_prod,Account/Developer/SettingBuildingNew,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,652_prod,Documents,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,652_prod,Project Settings - Marketing Assets - Floor Plans,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,652_prod,Project Settings - New Deal Setup,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,652_prod,Project Settings - Documents - Order & Visibility,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,652_prod,Project Settings - Listing Setup,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,652_prod,Purchase Requests,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,568_prod,Untagged Pages,116,74,79,79,93,35,79.33,476.0,79.0
Page View - Total Sessions,568_prod,Dashboard (test),78,16,22,27,45,16,34.0,204.0,24.5
Page View - Total Sessions,568_prod,Contracts - Deal Summary,35,7,6,30,25,11,19.0,114.0,18.0
Page View - Total Sessions,568_prod,Contracts Dashboard,78,16,13,0,0,0,17.83,107.0,6.5
Page View - Total Sessions,568_prod,Purchaser Portal,27,47,28,0,0,0,17.0,102.0,13.5
Page View - Total Sessions,568_prod,Document: Sign in Person,18,3,2,12,14,3,8.67,52.0,7.5
Page View - Total Sessions,568_prod,Deal Finder,24,6,2,0,0,0,5.33,32.0,1.0
Page View - Total Sessions,568_prod,Document: Developer Sign,3,0,1,2,1,0,1.17,7.0,1.0
Page View - Total Sessions,568_prod,Excel Reporting,7,0,0,0,0,0,1.17,7.0,0.0
Page View - Total Sessions,568_prod,Project Settings,1,0,1,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,568_prod,Project Settings - Dashboard,1,0,1,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,568_prod,Purchaser Realtor Reporting,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,568_prod,Contracts - Disclosures & Amendments,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,568_prod,Offplan Home,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,568_prod,Offplan Map,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,568_prod,Listings,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,568_prod,Project Settings - New Deal Setup,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,568_prod,Project Settings - Documents - Manual Upload,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,568_prod,Project Settings - Price Model - Color & Custom Status,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,108_prod,Untagged Pages,34,48,39,35,40,20,36.0,216.0,37.0
Page View - Total Sessions,108_prod,Dashboard (test),29,44,41,32,40,18,34.0,204.0,36.0
Page View - Total Sessions,108_prod,Contracts - Deal Summary,24,48,44,31,32,15,32.33,194.0,31.5
Page View - Total Sessions,108_prod,Document: Developer Sign,17,33,32,20,21,7,21.67,130.0,20.5
Page View - Total Sessions,108_prod,Contracts Dashboard,29,44,17,0,0,0,15.0,90.0,8.5
Page View - Total Sessions,108_prod,Deal Finder,18,33,17,0,0,0,11.33,68.0,8.5
Page View - Total Sessions,108_prod,Project Settings,4,9,6,1,12,3,5.83,35.0,5.0
Page View - Total Sessions,108_prod,Project Settings - Dashboard,3,8,6,1,12,3,5.5,33.0,4.5
Page View - Total Sessions,108_prod,Project Settings - Staff Management,2,1,2,1,5,2,2.17,13.0,2.0
Page View - Total Sessions,108_prod,Account/Developer/SettingBuildingNew,0,1,2,0,4,1,1.33,8.0,1.0
Page View - Total Sessions,108_prod,Project Settings - Listing Setup,0,1,2,0,4,1,1.33,8.0,1.0
Page View - Total Sessions,108_prod,Project Settings - Templates - Emails,1,5,0,0,0,0,1.0,6.0,0.0
Page View - Total Sessions,108_prod,Contracts - Disclosures & Amendments,0,0,0,1,2,1,0.67,4.0,0.5
Page View - Total Sessions,108_prod,Excel Reporting,1,2,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,108_prod,Project Settings - Marketing Assets - Floor Plans,0,2,0,0,1,0,0.5,3.0,0.0
Page View - Total Sessions,108_prod,Project Settings - Documents - Manual Upload,2,0,0,1,0,0,0.5,3.0,0.0
Page View - Total Sessions,108_prod,Project Settings - Email,1,2,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,108_prod,Documents,0,2,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,108_prod,Project Settings - Documents - Order & Visibility,1,1,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,108_prod,Purchase Requests,0,2,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,108_prod,Contracts - Reporting - Sales Rep Performance,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,108_prod,New Deal,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,108_prod,Project Settings - Marketing Assets - Color Scheme,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,108_prod,Project Settings - Marketing Assets - Floor Plates,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,108_prod,Project Settings - New Deal Setup,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,108_prod,Project Settings - Options - Map Options,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,108_prod,Project Settings - General,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,108_prod,Project Settings - Templates - Automated Emails,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,776_prod,Untagged Pages,46,45,44,40,24,80,46.5,279.0,44.5
Page View - Total Sessions,776_prod,Dashboard (test),47,47,45,40,21,13,35.5,213.0,42.5
Page View - Total Sessions,776_prod,Contracts - Deal Summary,33,33,26,25,13,9,23.17,139.0,25.5
Page View - Total Sessions,776_prod,Document: Developer Sign,28,32,25,24,9,8,21.0,126.0,24.5
Page View - Total Sessions,776_prod,Contracts Dashboard,47,47,21,0,0,0,19.17,115.0,10.5
Page View - Total Sessions,776_prod,Document: Sign in Person,1,0,3,0,1,25,5.0,30.0,1.0
Page View - Total Sessions,776_prod,Excel Reporting,6,7,2,0,0,0,2.5,15.0,1.0
Page View - Total Sessions,776_prod,Project Settings,0,0,4,6,0,0,1.67,10.0,0.0
Page View - Total Sessions,776_prod,Project Settings - Dashboard,0,0,4,6,0,0,1.67,10.0,0.0
Page View - Total Sessions,776_prod,Project Settings - Staff Management,0,0,1,6,0,0,1.17,7.0,0.0
Page View - Total Sessions,776_prod,Open and Sign Documents,0,0,0,0,0,3,0.5,3.0,0.0
Page View - Total Sessions,776_prod,Project Settings - Email,0,0,3,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,776_prod,Project Settings - Templates - Automated Emails,0,0,2,1,0,0,0.5,3.0,0.0
Page View - Total Sessions,776_prod,Account/Developer/SettingBuildingNew,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,776_prod,Project Settings - Documents - Manual Upload,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,776_prod,Project Settings - Documents - Order & Visibility,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,776_prod,Project Settings - General,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,776_prod,Project Settings - Listing Setup,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,776_prod,Project Settings - Price Model - Color & Custom Status,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,776_prod,Project Settings - Price Model - Grid Placement,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,776_prod,Project Settings - Profile Questions,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,776_prod,Project Settings - Realtor Commission,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,776_prod,Project Settings - Templates - Emails,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,776_prod,Contracts - Disclosures & Amendments,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,776_prod,Sales Center - Reserved Listings,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,776_prod,Project Settings - Marketing Assets - Color Scheme,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,776_prod,Project Settings - Marketing Assets - Floor Plans,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,776_prod,Project Settings - New Deal Setup,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,776_prod,Project Settings - Options - Map Options,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,776_prod,Project Settings - Templates - Addenda,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,422_prod,Untagged Pages,22,40,63,51,69,18,43.83,263.0,45.5
Page View - Total Sessions,422_prod,Contracts - Deal Summary,15,30,60,32,39,11,31.17,187.0,31.0
Page View - Total Sessions,422_prod,Dashboard (test),18,32,33,34,39,13,28.17,169.0,32.5
Page View - Total Sessions,422_prod,Document: Developer Sign,9,16,33,23,26,10,19.5,117.0,19.5
Page View - Total Sessions,422_prod,Contracts Dashboard,18,32,15,0,0,0,10.83,65.0,7.5
Page View - Total Sessions,422_prod,Document: Sign in Person,5,11,19,9,13,3,10.0,60.0,10.0
Page View - Total Sessions,422_prod,Sales Grid,13,12,9,0,0,0,5.67,34.0,4.5
Page View - Total Sessions,422_prod,Purchaser Portal,4,2,10,0,0,0,2.67,16.0,1.0
Page View - Total Sessions,422_prod,Deal Finder,2,8,5,0,0,0,2.5,15.0,1.0
Page View - Total Sessions,422_prod,Open and Sign Documents,1,4,3,2,2,0,2.0,12.0,2.0
Page View - Total Sessions,422_prod,New Deal,3,6,1,0,0,0,1.67,10.0,0.5
Page View - Total Sessions,422_prod,Project Settings,1,4,0,1,0,0,1.0,6.0,0.5
Page View - Total Sessions,422_prod,Project Settings - Dashboard,1,4,0,1,0,0,1.0,6.0,0.5
Page View - Total Sessions,422_prod,Listings,0,4,0,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,422_prod,Contracts - Disclosures & Amendments,0,0,0,2,0,0,0.33,2.0,0.0
Page View - Total Sessions,422_prod,Project Settings - Staff Management,0,2,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,422_prod,Selection Worksheets,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,422_prod,Project Settings - Marketing Assets - Floor Plans,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,422_prod,Project Settings - Documents - Manual Upload,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,422_prod,Purchase Requests,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,422_prod,Purchaser Realtor Reporting,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,311_prod,Untagged Pages,22,41,52,38,18,13,30.67,184.0,30.0
Page View - Total Sessions,311_prod,Dashboard (test),25,39,52,37,17,12,30.33,182.0,31.0
Page View - Total Sessions,311_prod,Contracts - Deal Summary,14,32,46,30,17,6,24.17,145.0,23.5
Page View - Total Sessions,311_prod,Contracts Dashboard,25,39,36,0,0,0,16.67,100.0,12.5
Page View - Total Sessions,311_prod,Sales Grid,18,37,34,0,0,0,14.83,89.0,9.0
Page View - Total Sessions,311_prod,Document: Sign in Person,6,21,31,16,8,2,14.0,84.0,12.0
Page View - Total Sessions,311_prod,Document: Developer Sign,1,8,16,9,6,1,6.83,41.0,7.0
Page View - Total Sessions,311_prod,Project Settings,3,6,9,3,0,1,3.67,22.0,3.0
Page View - Total Sessions,311_prod,Project Settings - Dashboard,3,6,9,3,0,1,3.67,22.0,3.0
Page View - Total Sessions,311_prod,Closing,3,10,3,0,0,0,2.67,16.0,1.5
Page View - Total Sessions,311_prod,Account/Developer/SettingBuildingNew,1,4,7,1,0,1,2.33,14.0,1.0
Page View - Total Sessions,311_prod,Project Settings - Listing Setup,1,4,7,1,0,1,2.33,14.0,1.0
Page View - Total Sessions,311_prod,New Deal,2,6,2,0,0,0,1.67,10.0,1.0
Page View - Total Sessions,311_prod,Open and Sign Documents,0,5,3,1,0,0,1.5,9.0,0.5
Page View - Total Sessions,311_prod,Purchase Requests,1,2,2,0,0,0,0.83,5.0,0.5
Page View - Total Sessions,311_prod,Listings,1,1,2,0,0,0,0.67,4.0,0.5
Page View - Total Sessions,311_prod,Project Settings - New Deal Setup,0,2,1,0,0,1,0.67,4.0,0.5
Page View - Total Sessions,311_prod,Excel Reporting,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,311_prod,Leads dashboard,0,2,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,311_prod,Selection Worksheets,0,1,1,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,311_prod,Deal Finder,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,311_prod,Leads email settings,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,311_prod,Post-Sale Deposit Report,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,311_prod,Project Settings - Marketing Assets - Floor Plans,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,311_prod,Project Settings - Documents - Manual Upload,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,311_prod,Project Settings - General,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,311_prod,Project Settings - Price Model - Color & Custom Status,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,311_prod,Project Settings - Staff Management,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,311_prod,Purchaser Realtor Reporting,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,482_prod,Untagged Pages,64,65,28,10,5,12,30.67,184.0,20.0
Page View - Total Sessions,482_prod,Dashboard (test),63,62,24,5,3,6,27.17,163.0,15.0
Page View - Total Sessions,482_prod,Contracts Dashboard,63,62,20,0,0,0,24.17,145.0,10.0
Page View - Total Sessions,482_prod,Contracts - Deal Summary,62,61,10,3,2,6,24.0,144.0,8.0
Page View - Total Sessions,482_prod,Deal Finder,58,45,9,0,0,0,18.67,112.0,4.5
Page View - Total Sessions,482_prod,Document: Developer Sign,28,23,3,0,1,1,9.33,56.0,2.0
Page View - Total Sessions,482_prod,Excel Reporting,17,19,8,0,0,0,7.33,44.0,4.0
Page View - Total Sessions,482_prod,Document: Sign in Person,16,6,1,0,0,1,4.0,24.0,1.0
Page View - Total Sessions,482_prod,New Deal,9,9,2,0,0,0,3.33,20.0,1.0
Page View - Total Sessions,482_prod,Project Settings,6,5,0,0,0,0,1.83,11.0,0.0
Page View - Total Sessions,482_prod,Project Settings - Dashboard,6,4,0,0,0,0,1.67,10.0,0.0
Page View - Total Sessions,482_prod,Documents,4,5,0,0,0,0,1.5,9.0,0.0
Page View - Total Sessions,482_prod,Project Settings - Documents - Manual Upload,6,3,0,0,0,0,1.5,9.0,0.0
Page View - Total Sessions,482_prod,Open and Sign Documents,3,4,1,0,0,0,1.33,8.0,0.5
Page View - Total Sessions,482_prod,Purchaser Portal,4,2,1,0,0,0,1.17,7.0,0.5
Page View - Total Sessions,482_prod,Contracts - Disclosures & Amendments,2,2,0,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,482_prod,Setting - System Override,2,2,0,0,0,0,0.67,4.0,0.0
