Event Title,ID,Tagged Page,"Jan 1, 2026","Feb 1, 2026","Mar 1, 2026","Apr 1, 2026","May 1, 2026","Jun 1, 2026",Average,Total,Median
Page View - Total Sessions,492_prod,Open and Sign Documents,0,0,1,1,0,4,1.0,6.0,0.5
Page View - Total Sessions,492_prod,Account/Developer/SettingBuildingNew,0,0,1,4,0,0,0.83,5.0,0.0
Page View - Total Sessions,492_prod,Project Settings - Listing Setup,0,0,1,4,0,0,0.83,5.0,0.0
Page View - Total Sessions,492_prod,Document: Developer Sign,0,0,0,4,0,0,0.67,4.0,0.0
Page View - Total Sessions,492_prod,Sales Center - Reserved Listings,0,0,4,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,492_prod,Project Settings - Staff Management,0,0,1,1,0,2,0.67,4.0,0.5
Page View - Total Sessions,492_prod,Project Settings - Documents - Order & Visibility,0,0,1,1,0,1,0.5,3.0,0.5
Page View - Total Sessions,492_prod,Project Settings - Templates - Emails,0,1,1,0,0,1,0.5,3.0,0.5
Page View - Total Sessions,492_prod,Contracts - Disclosures & Amendments,0,0,1,1,0,0,0.33,2.0,0.0
Page View - Total Sessions,492_prod,Contracts Dashboard,0,1,1,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,492_prod,Sales Center - Backup Offers,0,0,0,0,0,2,0.33,2.0,0.0
Page View - Total Sessions,492_prod,Project Settings - Documents - Manual Upload,0,0,1,1,0,0,0.33,2.0,0.0
Page View - Total Sessions,492_prod,Project Settings - Email,0,0,1,0,0,1,0.33,2.0,0.0
Page View - Total Sessions,492_prod,Project Settings - General,0,0,1,0,0,1,0.33,2.0,0.0
Page View - Total Sessions,492_prod,Project Settings - Realtor Commission,0,0,1,0,0,1,0.33,2.0,0.0
Page View - Total Sessions,492_prod,Project Settings - Templates - Automated Emails,0,0,1,0,0,1,0.33,2.0,0.0
Page View - Total Sessions,492_prod,Purchaser Portal,0,1,1,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,492_prod,Contracts - Reporting - Sales Rep Performance,0,0,0,1,0,0,0.17,1.0,0.0
Page View - Total Sessions,492_prod,Project Settings - Marketing Assets - Color Scheme,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,492_prod,Project Settings - New Deal Setup,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,492_prod,Project Settings - Options - Map Options,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,492_prod,Project Settings - CRM,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,492_prod,Project Settings - Price Model - Color & Custom Status,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,492_prod,Project Settings - Price Model - Grid Placement,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,492_prod,Project Settings - Profile Questions,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,492_prod,Project Settings - Templates - Addenda,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,492_prod,Project Settings - Webhooks,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,704_prod,Untagged Pages,61,23,13,22,24,7,25.0,150.0,22.5
Page View - Total Sessions,704_prod,Purchaser Portal,48,20,10,0,0,0,13.0,78.0,5.0
Page View - Total Sessions,704_prod,Dashboard (test),0,0,0,4,9,6,3.17,19.0,2.0
Page View - Total Sessions,704_prod,Contracts - Deal Summary,0,0,0,0,2,1,0.5,3.0,0.0
Page View - Total Sessions,704_prod,Document: Developer Sign,0,0,0,0,1,1,0.33,2.0,0.0
Page View - Total Sessions,704_prod,Document: Sign in Person,0,0,0,0,2,0,0.33,2.0,0.0
Page View - Total Sessions,704_prod,Contracts - Disclosures & Amendments,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,740_prod,Untagged Pages,10,23,17,28,15,0,15.5,93.0,16.0
Page View - Total Sessions,740_prod,Dashboard (test),6,12,11,8,8,0,7.5,45.0,8.0
Page View - Total Sessions,740_prod,Contracts - Deal Summary,2,8,7,18,5,0,6.67,40.0,6.0
Page View - Total Sessions,740_prod,Contracts Dashboard,6,12,4,0,0,0,3.67,22.0,2.0
Page View - Total Sessions,740_prod,Listings,0,8,5,0,0,0,2.17,13.0,0.0
Page View - Total Sessions,740_prod,Document: Developer Sign,0,4,2,0,1,0,1.17,7.0,0.5
Page View - Total Sessions,740_prod,New Deal,0,4,1,0,0,0,0.83,5.0,0.0
Page View - Total Sessions,740_prod,Contracts - Disclosures & Amendments,0,2,0,0,1,0,0.5,3.0,0.0
Page View - Total Sessions,740_prod,Document: Sign in Person,1,1,0,1,0,0,0.5,3.0,0.5
Page View - Total Sessions,740_prod,Documents,0,2,1,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,740_prod,Contracts - Reporting - Sales Rep Performance,0,0,1,1,0,0,0.33,2.0,0.0
Page View - Total Sessions,740_prod,Deal Finder,0,2,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,740_prod,Account/Developer/SettingBuildingNew,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,740_prod,Email Sent Log,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,740_prod,Open and Sign Documents,0,0,0,1,0,0,0.17,1.0,0.0
Page View - Total Sessions,740_prod,Price model,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,740_prod,Project Settings,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,740_prod,Project Settings - New Deal Setup,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,740_prod,Project Settings - Options - Map Options,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,740_prod,Project Settings - Dashboard,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,740_prod,Project Settings - Documents - Manual Upload,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,740_prod,Project Settings - Listing Setup,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,740_prod,Purchase Requests,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,740_prod,Purchaser Portal,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,383_prod,Contracts - Deal Summary,28,17,5,5,5,1,10.17,61.0,5.0
Page View - Total Sessions,383_prod,Untagged Pages,11,19,6,5,6,1,8.0,48.0,6.0
Page View - Total Sessions,383_prod,Dashboard (test),11,13,4,4,4,1,6.17,37.0,4.0
Page View - Total Sessions,383_prod,Document: Developer Sign,12,10,3,1,3,0,4.83,29.0,3.0
Page View - Total Sessions,383_prod,Contracts Dashboard,11,13,4,0,0,0,4.67,28.0,2.0
Page View - Total Sessions,383_prod,Deal Finder,11,14,3,0,0,0,4.67,28.0,1.5
Page View - Total Sessions,383_prod,Excel Reporting,2,1,1,0,0,0,0.67,4.0,0.5
Page View - Total Sessions,383_prod,Documents,3,0,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,383_prod,Project Settings,0,2,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,383_prod,Project Settings - Dashboard,0,2,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,383_prod,Project Settings - Documents - Manual Upload,0,2,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,383_prod,Purchaser Portal,1,1,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,383_prod,Document: Sign in Person,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,576_prod,Dashboard (test),18,7,8,3,12,6,9.0,54.0,7.5
Page View - Total Sessions,576_prod,Untagged Pages,16,7,8,3,13,6,8.83,53.0,7.5
Page View - Total Sessions,576_prod,Contracts - Deal Summary,11,3,7,1,8,5,5.83,35.0,6.0
Page View - Total Sessions,576_prod,Contracts Dashboard,18,7,5,0,0,0,5.0,30.0,2.5
Page View - Total Sessions,576_prod,Document: Sign in Person,5,0,5,1,7,4,3.67,22.0,4.5
Page View - Total Sessions,576_prod,Document: Developer Sign,4,1,3,0,5,0,2.17,13.0,2.0
Page View - Total Sessions,576_prod,Deal Finder,5,1,0,0,0,0,1.0,6.0,0.0
Page View - Total Sessions,576_prod,Open and Sign Documents,1,0,1,1,2,1,1.0,6.0,1.0
Page View - Total Sessions,576_prod,Contracts - Disclosures & Amendments,2,0,0,0,1,0,0.5,3.0,0.0
Page View - Total Sessions,576_prod,New Deal,1,1,1,0,0,0,0.5,3.0,0.5
Page View - Total Sessions,576_prod,Contracts - Reporting - Sales Rep Performance,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,576_prod,Closing,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,576_prod,Account/Developer/SettingBuildingNew,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,576_prod,Documents,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,576_prod,Excel Reporting,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,576_prod,Sales Grid,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,576_prod,Sales Grid Settings,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,576_prod,Project Settings,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,576_prod,Project Settings - Marketing Assets - Floor Plans,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,576_prod,Project Settings - Options - Map Options,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,576_prod,Project Settings - CRM,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,576_prod,Project Settings - Dashboard,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,576_prod,Project Settings - Documents - Manual Upload,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,576_prod,Project Settings - Documents - Order & Visibility,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,576_prod,Project Settings - General,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,576_prod,Project Settings - Listing Setup,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,576_prod,Project Settings - Profile Questions,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,576_prod,Project Settings - Staff Management,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,576_prod,Project Settings - Templates - Addenda,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,576_prod,Project Settings - Templates - Emails,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,125_prod,Untagged Pages,8,10,2,4,15,41,13.33,80.0,9.0
Page View - Total Sessions,125_prod,Contracts - Deal Summary,5,9,2,2,8,22,8.0,48.0,6.5
Page View - Total Sessions,125_prod,Dashboard (test),3,8,2,2,7,26,8.0,48.0,5.0
Page View - Total Sessions,125_prod,Document: Sign in Person,3,3,0,0,1,13,3.33,20.0,2.0
Page View - Total Sessions,125_prod,Contracts Dashboard,3,8,1,0,0,0,2.0,12.0,0.5
Page View - Total Sessions,125_prod,Deal Finder,3,8,1,0,0,0,2.0,12.0,0.5
Page View - Total Sessions,125_prod,Document: Developer Sign,0,2,0,0,1,6,1.5,9.0,0.5
Page View - Total Sessions,125_prod,Excel Reporting,1,1,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,125_prod,Purchaser Portal,1,1,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,125_prod,Contracts - Disclosures & Amendments,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,125_prod,Open and Sign Documents,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,125_prod,Project Settings,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,125_prod,Project Settings - Dashboard,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,508_prod,Untagged Pages,22,27,20,44,25,32,28.33,170.0,26.0
Page View - Total Sessions,508_prod,Purchaser Portal,13,14,5,0,0,0,5.33,32.0,2.5
Page View - Total Sessions,508_prod,Dashboard (test),3,3,0,1,2,5,2.33,14.0,2.5
Page View - Total Sessions,508_prod,Contracts - Deal Summary,2,3,0,0,1,0,1.0,6.0,0.5
Page View - Total Sessions,508_prod,Contracts Dashboard,3,3,0,0,0,0,1.0,6.0,0.0
Page View - Total Sessions,508_prod,Contracts - Disclosures & Amendments,1,2,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,508_prod,Payments Reporting (Legacy),1,2,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,508_prod,Document: Developer Sign,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,508_prod,Deposit Reporting (Legacy),1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,766_prod,Untagged Pages,8,1,8,16,29,7,11.5,69.0,8.0
Page View - Total Sessions,766_prod,Dashboard (test),7,1,7,12,24,6,9.5,57.0,7.0
Page View - Total Sessions,766_prod,Document: Sign in Person,0,0,0,10,11,0,3.5,21.0,0.0
Page View - Total Sessions,766_prod,Open and Sign Documents,0,0,0,6,11,0,2.83,17.0,0.0
Page View - Total Sessions,766_prod,Contracts - Deal Summary,0,0,0,7,6,1,2.33,14.0,0.5
Page View - Total Sessions,766_prod,Contracts Dashboard,7,1,3,0,0,0,1.83,11.0,0.5
Page View - Total Sessions,766_prod,Project Settings,3,0,0,1,2,1,1.17,7.0,1.0
Page View - Total Sessions,766_prod,Document: Developer Sign,0,0,0,4,2,0,1.0,6.0,0.0
Page View - Total Sessions,766_prod,Project Settings - Dashboard,3,0,0,1,1,1,1.0,6.0,1.0
Page View - Total Sessions,766_prod,Leads dashboard,0,0,0,1,1,2,0.67,4.0,0.5
Page View - Total Sessions,766_prod,Project Settings - Documents - Manual Upload,2,0,0,1,0,0,0.5,3.0,0.0
Page View - Total Sessions,766_prod,Contracts - Disclosures & Amendments,1,0,0,0,1,0,0.33,2.0,0.0
Page View - Total Sessions,766_prod,Excel Reporting,1,0,1,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,766_prod,Closing,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,766_prod,Account/Developer/SettingBuildingNew,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,766_prod,Leads - View Contact Details,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,766_prod,Leads email settings,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,766_prod,New Deal,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,766_prod,Setting - System Override,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,766_prod,Project Settings - Marketing Assets - Color Scheme,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,766_prod,Project Settings - Marketing Assets - Floor Plates,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,766_prod,Project Settings - Marketing Assets - Floor Plans,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,766_prod,Project Settings - New Deal Setup,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,766_prod,Project Settings - Documents - Order & Visibility,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,766_prod,Project Settings - General,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,766_prod,Project Settings - Listing Setup,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,766_prod,Project Settings - Staff Management,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,766_prod,Project Settings - Templates - Addenda,0,0,0,1,0,0,0.17,1.0,0.0
Page View - Total Sessions,766_prod,Purchaser Realtor Reporting,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,251_prod,Untagged Pages,18,16,6,9,4,0,8.83,53.0,7.5
Page View - Total Sessions,251_prod,Dashboard (test),15,14,6,7,1,0,7.17,43.0,6.5
Page View - Total Sessions,251_prod,Contracts - Deal Summary,14,13,8,6,0,0,6.83,41.0,7.0
Page View - Total Sessions,251_prod,Contracts Dashboard,15,14,2,0,0,0,5.17,31.0,1.0
Page View - Total Sessions,251_prod,Document: Developer Sign,10,11,6,3,0,0,5.0,30.0,4.5
Page View - Total Sessions,251_prod,Deal Finder,12,11,2,0,0,0,4.17,25.0,1.0
Page View - Total Sessions,251_prod,Purchaser Portal,2,1,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,251_prod,Documents,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,251_prod,Excel Reporting,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,251_prod,Listings,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,273_prod,Untagged Pages,12,8,9,4,13,9,9.17,55.0,9.0
Page View - Total Sessions,273_prod,Dashboard (test),10,10,7,5,7,9,8.0,48.0,8.0
Page View - Total Sessions,273_prod,Contracts - Deal Summary,10,8,6,2,3,5,5.67,34.0,5.5
Page View - Total Sessions,273_prod,Document: Developer Sign,9,6,5,2,3,5,5.0,30.0,5.0
Page View - Total Sessions,273_prod,Contracts Dashboard,10,10,4,0,0,0,4.0,24.0,2.0
Page View - Total Sessions,273_prod,Deposit Reporting (Legacy),10,7,1,0,0,0,3.0,18.0,0.5
Page View - Total Sessions,273_prod,Excel Reporting,3,3,2,0,0,0,1.33,8.0,1.0
Page View - Total Sessions,273_prod,Listings,0,1,1,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,273_prod,Contracts - Disclosures & Amendments,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,273_prod,Project Settings,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,273_prod,Project Settings - Dashboard,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,273_prod,Project Settings - Staff Management,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,273_prod,Rescissions Reporting,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,127_prod,Untagged Pages,2,5,2,3,29,30,11.83,71.0,4.0
Page View - Total Sessions,127_prod,Dashboard (test),2,5,2,3,16,17,7.5,45.0,4.0
Page View - Total Sessions,127_prod,Contracts - Deal Summary,3,4,2,1,13,18,6.83,41.0,3.5
Page View - Total Sessions,127_prod,Document: Sign in Person,0,1,1,1,9,9,3.5,21.0,1.0
Page View - Total Sessions,127_prod,Document: Developer Sign,2,2,0,0,2,7,2.17,13.0,2.0
Page View - Total Sessions,127_prod,Contracts Dashboard,2,5,2,0,0,0,1.5,9.0,1.0
Page View - Total Sessions,127_prod,Deal Finder,2,5,2,0,0,0,1.5,9.0,1.0
Page View - Total Sessions,127_prod,Open and Sign Documents,0,0,0,0,1,2,0.5,3.0,0.0
Page View - Total Sessions,127_prod,Project Settings,0,0,0,0,0,2,0.33,2.0,0.0
Page View - Total Sessions,127_prod,Project Settings - Dashboard,0,0,0,0,0,2,0.33,2.0,0.0
Page View - Total Sessions,127_prod,Contracts - Disclosures & Amendments,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,127_prod,Project Settings - Documents - Manual Upload,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,540_prod,Untagged Pages,11,6,13,16,5,32,13.83,83.0,12.0
Page View - Total Sessions,540_prod,Contracts - Deal Summary,2,8,12,13,7,14,9.33,56.0,10.0
Page View - Total Sessions,540_prod,Dashboard (test),4,7,8,8,3,4,5.67,34.0,5.5
Page View - Total Sessions,540_prod,Contracts Dashboard,4,7,4,0,0,0,2.5,15.0,2.0
Page View - Total Sessions,540_prod,Sales Grid,1,6,5,0,0,0,2.0,12.0,0.5
Page View - Total Sessions,540_prod,Document: Sign in Person,0,1,3,2,0,2,1.33,8.0,1.5
Page View - Total Sessions,540_prod,Document: Developer Sign,0,0,0,2,1,0,0.5,3.0,0.0
Page View - Total Sessions,540_prod,Excel Reporting,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,540_prod,Contracts - Disclosures & Amendments,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,540_prod,Closing,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,540_prod,Deal Finder,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,763_prod,Untagged Pages,2,12,7,3,37,20,13.5,81.0,9.5
Page View - Total Sessions,763_prod,Dashboard (test),1,11,7,3,17,9,8.0,48.0,8.0
Page View - Total Sessions,763_prod,Contracts - Deal Summary,0,7,5,2,11,10,5.83,35.0,6.0
Page View - Total Sessions,763_prod,Document: Developer Sign,0,5,4,1,7,7,4.0,24.0,4.5
Page View - Total Sessions,763_prod,Contracts Dashboard,1,11,2,0,0,0,2.33,14.0,0.5
Page View - Total Sessions,763_prod,Contracts - Disclosures & Amendments,0,1,1,0,0,1,0.5,3.0,0.5
Page View - Total Sessions,763_prod,New Deal,0,3,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,763_prod,Document: Sign in Person,0,2,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,763_prod,Open and Sign Documents,0,2,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,763_prod,Deal Finder,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,763_prod,Listings,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,763_prod,Project Settings,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,763_prod,Project Settings - Dashboard,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,124_prod,Untagged Pages,4,4,13,8,11,5,7.5,45.0,6.5
Page View - Total Sessions,124_prod,Dashboard (test),5,5,8,7,10,6,6.83,41.0,6.5
Page View - Total Sessions,124_prod,Contracts - Deal Summary,3,3,3,4,6,3,3.67,22.0,3.0
Page View - Total Sessions,124_prod,Document: Developer Sign,3,3,3,4,3,2,3.0,18.0,3.0
Page View - Total Sessions,124_prod,Document: Sign in Person,3,3,3,3,3,2,2.83,17.0,3.0
Page View - Total Sessions,124_prod,Open and Sign Documents,3,3,2,3,3,2,2.67,16.0,3.0
Page View - Total Sessions,124_prod,Contracts Dashboard,5,5,2,0,0,0,2.0,12.0,1.0
Page View - Total Sessions,124_prod,Leads dashboard,1,3,4,1,1,2,2.0,12.0,1.5
Page View - Total Sessions,124_prod,New Deal,3,3,1,0,0,0,1.17,7.0,0.5
Page View - Total Sessions,124_prod,Sales Grid,2,2,2,0,0,0,1.0,6.0,1.0
Page View - Total Sessions,124_prod,Closing,1,1,1,0,0,0,0.5,3.0,0.5
Page View - Total Sessions,124_prod,Selection Worksheets,1,1,1,0,0,0,0.5,3.0,0.5
Page View - Total Sessions,124_prod,Post-Sale Deposit Report,1,1,1,0,0,0,0.5,3.0,0.5
Page View - Total Sessions,124_prod,Project Settings,0,1,0,0,1,0,0.33,2.0,0.0
Page View - Total Sessions,124_prod,Project Settings - Dashboard,0,1,0,0,1,0,0.33,2.0,0.0
Page View - Total Sessions,124_prod,Email Sent Log,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,124_prod,Sales Center - Reserved Listings,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,124_prod,Project Settings - Documents - Manual Upload,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,124_prod,Project Settings - Documents - Order & Visibility,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,124_prod,Project Settings - Staff Management,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,124_prod,Purchase Requests,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,270_prod,Dashboard (test),9,17,14,10,14,2,11.0,66.0,12.0
Page View - Total Sessions,270_prod,Untagged Pages,8,17,14,11,14,2,11.0,66.0,12.5
Page View - Total Sessions,270_prod,Contracts Dashboard,9,17,11,0,0,0,6.17,37.0,4.5
Page View - Total Sessions,270_prod,Listings,8,15,8,0,0,0,5.17,31.0,4.0
Page View - Total Sessions,270_prod,Excel Reporting,2,1,4,0,0,0,1.17,7.0,0.5
Page View - Total Sessions,270_prod,Contracts - Deal Summary,0,2,2,1,1,0,1.0,6.0,1.0
Page View - Total Sessions,698_prod,Untagged Pages,7,12,10,21,4,6,10.0,60.0,8.5
Page View - Total Sessions,698_prod,Dashboard (test),5,13,11,18,4,6,9.5,57.0,8.5
Page View - Total Sessions,698_prod,Contracts Dashboard,5,13,8,0,0,0,4.33,26.0,2.5
Page View - Total Sessions,698_prod,Contracts - Deal Summary,1,8,4,4,0,0,2.83,17.0,2.5
Page View - Total Sessions,698_prod,Deal Finder,0,4,4,0,0,0,1.33,8.0,0.0
Page View - Total Sessions,698_prod,Document: Developer Sign,1,2,3,0,0,0,1.0,6.0,0.5
Page View - Total Sessions,698_prod,Project Settings,0,0,0,1,1,4,1.0,6.0,0.5
Page View - Total Sessions,698_prod,Project Settings - Dashboard,0,0,0,1,1,4,1.0,6.0,0.5
Page View - Total Sessions,698_prod,Account/Developer/SettingBuildingNew,0,0,0,0,1,4,0.83,5.0,0.0
Page View - Total Sessions,698_prod,Project Settings - Listing Setup,0,0,0,0,1,4,0.83,5.0,0.0
